"CCh_11x01" "CCh_11x02" "CCh_11x04" "CCh_11x05" "CCh_11x10" "CCh_3x07" "CCh_5x08" "CCh_5x09" "CCh_7x02" "CCh_7x04" "CTr_9x06" "EHi_11x09" "FCB_8x10" "FCo-Bo_10x02" "GRo_3x02" "GRo_4x07" "GRo_5x11" "GRo_6x12" "GRo&SMo_8x06" "HRa_3x04" "HRa_3x05" "HRa_4x04" "HRa_4x05" "JMa_10x05" "JMa_8x08" "JMa_8x09" "JMa&SMo_9x05" "JMo_4x02" "JWi_11x08" "KTe_4x03" "MBa_10x04" "MBl&CCh_11x03" "MGa_10x09" "MGa_1x03" "MGa_2x07" "MGa_5x03" "MGa_6x09" "MGa_7x08" "MGa_7x11" "MGa_8x03" "MGa_9x09" "MGr_2x11" "MGr_6x05" "MGr_6x06" "MJo_2x08" "MJo_2x09" "NCr_7x07" "NCr_7x09" "NGa_6x04" "NGa_7x12" "PCo_1x08" "PCo_3x08" "PCo_3x09" "PFo&SMo_8x02" "PHa_8x07" "PHa_9x07" "PHa&SMo10x07" "PHa&SMo_9x08" "PMcT_11x07" "RCu_5x10" "RMu_10x10" "RSh_1x06" "RTD_1x01" "RTD_1x02" "RTD_1x04" "RTD_1x05" "RTD_1x07" "RTD_1x11" "RTD_1x12" "RTD_1x13" "RTD_2x01" "RTD_2x02" "RTD_2x10" "RTD_2x12" "RTD_2x13" "RTD_3x01" "RTD_3x03" "RTD_3x11" "RTD_3x12" "RTD_3x13" "RTD_4x01" "RTD_4x10" "RTD_4x11" "RTD_4x12" "RTD_4x13" "RTD&GRo_S5" "RTD&PFo_S6" "RTD_S1" "RTD_S2" "RTD_S3" "RTD_S4" "RTD_S7.1" "RTD_S7.2" "SDo_10x03" "SDo_9x10" "SGr_3x06" "SGr_4x06" "SMo_10x01" "SMo_10x06" "SMo_10x11" "SMo_10x12" "SMo_1x09" "SMo_1x10" "SMo_2x04" "SMo_3x10" "SMo_4x08" "SMo_4x09" "SMo_5x01" "SMo_5x02" "SMo_5x04" "SMo_5x05" "SMo_5x12" "SMo_5x13" "SMo_6x01" "SMo_6x02" "SMo_6x07" "SMo_6x08" "SMo_6x13" "SMo_7x01" "SMo_7x05" "SMo_7x06" "SMo_7x13" "SMo_8x01" "SMo_8x04" "SMo_8x11" "SMo_8x12" "SMo_9x01" "SMo_9x02" "SMo_9x11" "SMo_9x12" "SMo_S10" "SMo_S11" "SMo_S12" "SMo_S13" "SMo_S14" "SMo_S15" "SMo_S8" "SMo_S9" "SNy_5x07" "STh_6x03" "STh_7x10" "STh&SMo_8x05" "TMa_2x05" "TMa_2x06" "TMa_6x10" "TWh_10x08" "TWh_2x03" "TWh_5x06" "TWh_6x11" "TWh_7x03" "TWh_9x03" "TWh_9x04" "VPa_11x06"
"morpheus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.575324952056254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"natural" 0 0.0176584849019954 0.0208203206329377 0 0 0 0.023089355806973 0 0 0 0 0 0.0563486100676183 0 0.0193798449612403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0433463372345037 0 0 0 0 0 0 0 0 0 0.0212947189097104 0 0.0196270853778214 0 0 0.0217202432667246 0.020124773596297 0 0.0273373428102788 0 0 0 0 0 0.0206185567010309 0.0197667523225934 0 0 0 0 0 0 0 0 0 0 0 0 0.0192012288786482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0316005688102386 0 0 0 0 0.0176460208223046 0 0 0 0 0 0.0423818605636787 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195236235845373 0 0 0 0.0209336403600586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018807598269701 0.0202675314146737 0 0 0 0 0 0 0 0 0 0 0 0.0206483584555028 0 0
"operation" 0 0 0 0 0 0 0 0 0 0.0217817468961011 0 0 0 0 0 0 0 0 0 0 0 0.0566251415628539 0 0.0206398348813209 0 0 0 0 0 0 0 0.0173190162798753 0 0 0.0226654578422484 0 0 0 0 0 0 0 0 0 0 0 0 0.0273373428102788 0 0 0 0 0 0 0 0.128733264675592 0 0.0232612235403582 0.0156274417877793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018491124260355 0 0 0 0 0 0 0 0 0 0.0176397953783736 0 0 0 0 0 0 0 0 0 0 0.0717360114777618 0.0827472072817542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018254837531946 0 0 0 0 0 0 0 0 0.0143719459614832 0.0153539075694764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"outer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0214041095890411 0 0.018875047187618 0 0 0 0 0 0.0189681335356601 0 0 0.0241779497098646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0.0194401244167963 0 0 0 0 0 0.0772399588053553 0 0 0 0 0 0 0 0 0.02211900022119 0 0 0 0 0 0 0 0.0195618153364632 0 0 0 0.0177116542685087 0.020165355918532 0 0 0.0234356690883525 0 0 0.0423280423280423 0 0.0158002844051193 0 0 0.0176397953783736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0210393435724805 0 0 0 0.0161786118751011 0 0 0 0 0 0.0221975582685905 0 0 0 0 0 0.0246366100024637 0.0228258388495777 0 0.0136780194227876 0 0 0 0 0 0 0.018001800180018 0 0.0251035521526296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pie" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0407581006725087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0433369447453954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176460208223046 0 0 0.482536764705882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015001500150015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"population" 0 0.0176584849019954 0 0 0 0 0 0.0213128729752771 0 0.0217817468961011 0 0 0 0.0194628260023355 0 0 0.020703933747412 0 0 0 0.0220701831825204 0 0.0219346347883308 0 0 0 0 0 0 0 0 0 0 0 0.0226654578422484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257466529351184 0 0 0 0 0 0.0227946204695692 0 0 0 0 0.0205338809034908 0.0192012288786482 0.0183688464364438 0 0 0 0 0 0 0 0 0 0.018491124260355 0 0 0 0 0 0 0.0158002844051193 0.0180766449746927 0.0167084377610693 0 0.014494854326714 0 0.0194439043359907 0 0 0 0 0 0 0.0242424242424242 0 0 0 0 0 0 0 0 0 0.0231696014828545 0.0204876049989756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018254837531946 0 0 0 0 0 0 0 0 0 0 0.030902348578492 0 0 0 0 0 0 0.0233100233100233 0 0.021978021978022 0 0 0 0 0 0 0
"proof" 0 0 0 0 0 0 0 0 0 0 0 0 0.0751314800901578 0 0.0193798449612403 0.0185632077222944 0 0 0 0 0 0.018875047187618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0211550666384599 0 0 0 0 0 0 0 0 0 0 0 0.0257466529351184 0.0222469410456062 0 0 0 0 0 0 0 0 0.0216684723726977 0.0205338809034908 0 0 0 0 0 0 0 0.0232450023245002 0 0 0 0 0 0 0 0 0 0 0.0158002844051193 0 0.0167084377610693 0 0 0 0.0194439043359907 0 0 0 0.0230414746543779 0 0 0 0 0 0 0 0 0 0 0 0.0161786118751011 0 0 0 0 0 0 0 0 0 0.0195236235845373 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0.0376553282289444 0.0162522346822688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0250563768479078 0 0 0 0.0263435194942044 0
"remove" 0 0 0 0.0152415790275873 0 0 0.023089355806973 0.0426257459505541 0 0.0217817468961011 0 0 0 0 0 0 0 0.0187617260787993 0 0 0.0220701831825204 0 0.0219346347883308 0 0 0 0 0 0 0 0 0 0 0.0196425063838146 0 0 0 0 0 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0218962119553317 0 0 0.0929800092980009 0 0 0 0.018491124260355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384911470361817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195236235845373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0431158378844496 0.0307078151389529 0 0 0 0 0 0 0 0.0699300699300699 0 0 0 0 0 0 0 0 0
"revenge" 0 0 0 0 0.0585365853658537 0 0 0 0 0 0 0 0 0.0194628260023355 0 0 0 0 0 0 0 0 0 0.0825593395252838 0 0 0 0 0.0163025758069775 0.0216731686172518 0 0 0 0 0 0 0 0.0267236771779797 0 0 0 0 0 0.0846202665538396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205973223480947 0 0 0 0 0.0166777851901268 0 0.0180766449746927 0 0 0 0.0176460208223046 0 0 0 0.0384911470361817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0203086921202275 0 0 0 0 0 0 0.0326797385620915 0.018001800180018 0 0 0 0 0.0143719459614832 0.0153539075694764 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0274876305662452 0 0 0
"santa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0197667523225934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0167084377610693 0.0352795907567472 0.014494854326714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0323572237502022 0 0 0 0 0.0204373594931535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27002700270027 0 0 0.015451174289246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"scale" 0 0 0.0208203206329377 0 0 0 0 0 0 0.0217817468961011 0 0 0 0.0194628260023355 0 0 0 0 0 0 0.0220701831825204 0 0.0219346347883308 0 0 0.0203790503362543 0 0 0 0 0 0 0 0 0 0 0.0746083063914449 0 0 0 0 0 0 0 0.0434404865334492 0 0 0 0 0 0 0 0 0.0206185567010309 0 0 0 0.0232612235403582 0 0 0 0 0 0 0 0 0.0205338809034908 0.0192012288786482 0 0 0 0 0 0 0.0232450023245002 0 0 0 0.018491124260355 0 0.0234356690883525 0 0 0.0423280423280423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205846027171676 0 0 0 0 0 0 0 0 0.0209336403600586 0 0 0 0 0 0 0 0 0 0 0.0547645125958379 0 0 0 0 0 0 0 0 0 0 0 0.018807598269701 0 0 0 0 0.0203458799593082 0 0 0 0 0 0 0 0 0 0
"sec" 0.0173822353554667 0 0.0208203206329377 0 0 0 0 0 0 0 0 0 0 0 0 0 0.041407867494824 0.0187617260787993 0 0.0856164383561644 0.176561465460163 0 0 0 0 0.0203790503362543 0 0 0.0489077274209325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0241545893719807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0420786871449611 0.0238322211630124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021978021978022 0 0 0 0 0 0.0263435194942044 0
"sentence" 0 0 0 0.0152415790275873 0.0195121951219512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0189681335356601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273373428102788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216684723726977 0 0.0192012288786482 0.0367376928728876 0 0 0 0 0 0 0.0642948992713245 0 0.0403307118370639 0 0 0 0 0 0 0.0333555703802535 0 0 0 0 0.014494854326714 0 0 0 0 0.0577367205542725 0 0 0 0.0727272727272727 0 0 0 0 0 0.0476644423260248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0203086921202275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021978021978022 0 0 0 0 0 0.0263435194942044 0
"shell" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0428082191780822 0 0 0.0219346347883308 0.0412796697626419 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0801710315339391 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0.0388802488335925 0 0 0 0 0.0197667523225934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020165355918532 0 0 0 0 0 0.0211640211640212 0.0500333555703803 0 0.0180766449746927 0 0.0176397953783736 0 0 0 0 0 0 0.0230414746543779 0 0 0 0 0 0.0249128051818635 0 0 0 0 0 0 0.0231696014828545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04149377593361 0 0 0 0 0 0.018001800180018 0 0 0.0162522346822688 0 0 0 0 0 0 0 0 0.0229463056447912 0 0 0 0 0 0 0 0 0 0 0
"sides" 0 0 0 0.0152415790275873 0 0 0.046178711613946 0 0 0.0435634937922021 0 0 0 0 0.0775193798449612 0 0 0.0187617260787993 0 0 0.0220701831825204 0 0 0 0 0 0 0 0 0 0 0 0.0511116790186558 0 0 0 0 0.0534473543559594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257466529351184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0218962119553317 0 0.0213265088505012 0.0232450023245002 0 0 0 0 0 0 0.0161524794055888 0 0 0 0 0 0 0 0 0 0.0194439043359907 0 0 0 0 0 0 0 0 0.0206868018204386 0 0 0 0 0 0 0 0 0.0204876049989756 0 0 0 0 0 0 0.0223214285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0125517760763148 0 0 0 0 0 0 0 0 0 0 0 0.0233100233100233 0 0 0 0 0 0 0 0 0.0179662234998203
"sleeping" 0 0.0176584849019954 0 0 0 0 0.023089355806973 0 0.0408163265306122 0 0.0192418703097941 0.0188928773852258 0.0187828700225394 0.0194628260023355 0.0193798449612403 0 0 0 0.0176772140710624 0 0 0 0 0.0206398348813209 0.0160153747597694 0 0 0 0 0 0 0 0 0.0196425063838146 0 0 0 0 0 0 0 0.0196270853778214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205973223480947 0 0 0 0 0 0 0 0.0167084377610693 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0249128051818635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044612982377872 0 0 0.0203086921202275 0.0273560388455752 0 0.021137180300148 0 0 0 0 0 0 0 0 0.03000300030003 0 0 0.015451174289246 0 0 0.0250815149235014 0 0 0 0 0 0 0 0 0 0 0 0 0
"smoke" 0 0 0 0 0 0 0 0 0 0 0.0384837406195882 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379362670713202 0.0163025758069775 0 0 0 0 0 0 0 0 0 0.0274122807017544 0.0212947189097104 0 0 0 0 0 0 0 0 0 0 0.0241545893719807 0 0 0 0 0 0 0 0 0 0 0 0.0265181649429859 0 0.02211900022119 0 0 0 0 0 0.0210703750526759 0 0 0 0 0 0.0354233085370174 0 0 0 0 0 0 0 0 0 0.0180766449746927 0 0 0 0 0 0 0.0229779411764706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133928571428571 0 0 0 0 0 0.0136780194227876 0 0 0 0 0 0 0 0 0 0 0 0 0.0153539075694764 0 0 0 0 0 0 0 0 0.0224769611148573 0.021978021978022 0 0 0 0 0 0 0.0179662234998203
"sorts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0160153747597694 0 0 0.0379362670713202 0 0.0216731686172518 0 0 0 0.0196425063838146 0 0 0 0 0 0 0 0.0196270853778214 0 0 0.0217202432667246 0.020124773596297 0 0 0 0 0.0483091787439614 0.0427076660260517 0 0 0 0 0 0 0 0 0 0 0 0.0240963855421687 0 0 0 0.0192012288786482 0.0367376928728876 0 0.0210703750526759 0 0.0391236306729265 0.0213265088505012 0 0 0 0 0 0.0205973223480947 0 0 0.0179694519317161 0 0 0 0 0 0 0.014494854326714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229463056447912 0 0 0 0 0.0218866272707376 0.0250563768479078 0 0 0 0 0.0179662234998203
"spread" 0 0 0 0 0 0 0 0 0 0.0217817468961011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0189681335356601 0 0 0 0 0 0.0196425063838146 0 0 0 0 0 0.0212947189097104 0.106541657788195 0 0 0 0 0 0.0300120048019208 0 0 0.0194401244167963 0 0.0213538330130258 0 0 0 0 0.0222469410456062 0 0 0 0 0 0.0265181649429859 0 0.02211900022119 0 0 0 0 0.0239923224568138 0.0210703750526759 0 0 0 0 0 0 0 0 0.0205973223480947 0 0 0 0 0 0.0158002844051193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0204081632653061 0.0210393435724805 0 0 0 0 0 0 0.0195236235845373 0 0 0 0.0209336403600586 0 0 0.0390472471690746 0 0 0 0 0 0 0 0 0.0206868018204386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263435194942044 0
"support" 0 0.0353169698039908 0 0.0152415790275873 0 0.0476077124494168 0.023089355806973 0 0 0 0 0 0 0.0194628260023355 0 0 0 0 0 0 0 0 0 0 0 0.0407581006725087 0 0 0 0 0 0 0 0 0 0 0.0497388709276299 0 0 0 0 0 0 0 0 0.020124773596297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205338809034908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014494854326714 0 0 0 0 0 0 0.0211909302818394 0 0 0 0 0 0 0 0.0238322211630124 0 0 0 0 0 0 0 0 0 0.0418672807201172 0.0206782464846981 0 0 0 0 0 0 0 0 0.0422743606002959 0 0 0 0 0 0 0 0 0 0.0287438919229664 0 0.015451174289246 0 0 0 0 0.0229463056447912 0 0 0 0 0.0218866272707376 0 0 0 0.0206483584555028 0 0
"timeline" 0 0 0 0 0 0 0 0.0213128729752771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0173190162798753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479846449136276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176397953783736 0 0 0.0194439043359907 0 0 0.0192455735180908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0246366100024637 0 0.0812347684809098 0 0.103734439834025 0.0634115409004439 0.018254837531946 0 0 0 0.018001800180018 0 0 0.0162522346822688 0 0.0143719459614832 0 0 0 0 0 0.024869435463815 0 0 0 0.0224769611148573 0 0 0 0 0 0 0 0.0179662234998203
"watched" 0 0 0 0 0 0.0238038562247084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0426166631152781 0.0196270853778214 0 0 0 0 0.0600240096038415 0.0820120284308365 0.0181950509461426 0 0 0 0.022436616558223 0 0 0 0.0222469410456062 0 0 0 0 0.0227946204695692 0 0 0 0 0 0 0 0 0.0210703750526759 0 0 0 0 0 0 0.020165355918532 0 0.0205973223480947 0 0 0 0 0 0 0 0 0 0.014494854326714 0.0176460208223046 0 0 0 0 0 0 0 0 0 0 0 0 0.0210393435724805 0 0 0.0415800415800416 0.0161786118751011 0 0 0.0195236235845373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0326797385620915 0 0 0 0 0.015001500150015 0.0143719459614832 0 0 0 0 0 0 0 0 0 0 0.021978021978022 0 0 0 0 0 0 0
"alarm" 0 0 0 0 0.0195121951219512 0 0.023089355806973 0.0213128729752771 0 0 0.0192418703097941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0433463372345037 0 0 0 0 0 0 0 0.0534473543559594 0 0 0 0 0.0244021473889702 0 0 0 0.0300120048019208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02211900022119 0.0216684723726977 0 0 0 0 0.0421407501053519 0 0 0 0 0 0.0177116542685087 0 0 0 0.0234356690883525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232342007434944 0 0 0 0 0.0408163265306122 0 0 0.0205846027171676 0.0207900207900208 0 0 0 0 0 0 0.0221975582685905 0 0 0 0 0 0 0 0 0 0.020746887966805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0202675314146737 0 0 0 0 0 0.0224769611148573 0 0 0 0 0.0274876305662452 0 0 0
"attacked" 0.0173822353554667 0 0.0208203206329377 0 0 0 0.023089355806973 0.0213128729752771 0.0204081632653061 0.0217817468961011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219635405227323 0 0.0489077274209325 0 0 0 0 0 0 0 0 0.0534473543559594 0 0 0.021308331557639 0.0196270853778214 0 0.0211550666384599 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232612235403582 0 0 0.0207641196013289 0 0 0 0 0.0216684723726977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0167084377610693 0 0 0 0 0 0 0.0192455735180908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195236235845373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0125517760763148 0.0325044693645376 0 0 0.0153539075694764 0 0 0 0 0 0 0 0 0 0.021978021978022 0 0 0 0 0 0 0
"birth" 0 0 0 0.060966316110349 0 0 0 0 0 0 0 0 0 0 0 0.0185632077222944 0 0 0 0.0214041095890411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600240096038415 0.0273373428102788 0 0 0 0 0 0.0206185567010309 0 0.0257466529351184 0 0 0 0 0 0 0 0 0 0 0.0410677618069815 0 0 0 0 0 0 0 0.0232450023245002 0 0 0 0 0 0.0468713381767049 0 0 0 0 0 0 0.0167084377610693 0 0 0.0529380624669137 0 0 0.0229779411764706 0 0 0 0 0 0 0 0 0.0204081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020746887966805 0.021137180300148 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0202675314146737 0 0 0 0.0203458799593082 0 0 0 0 0 0 0 0 0 0
"blame" 0 0 0 0 0 0 0 0.0213128729752771 0 0 0 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219635405227323 0 0.0163025758069775 0 0 0 0.0255558395093279 0 0 0 0 0.0267236771779797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0197667523225934 0 0 0 0.0156274417877793 0.0223264121455682 0.0207641196013289 0 0 0 0 0 0 0 0 0 0 0.0437924239106635 0.0195618153364632 0 0 0 0 0 0 0.0205973223480947 0 0 0 0 0 0 0 0 0 0 0 0 0.0192196809532962 0 0 0 0 0 0 0 0.0206868018204386 0.0249128051818635 0.0204081632653061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273560388455752 0 0 0 0 0 0 0.018001800180018 0 0.0125517760763148 0 0 0 0 0 0 0 0 0 0.0229463056447912 0 0 0 0 0.0218866272707376 0 0 0.0549752611324904 0 0 0
"bored" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176772140710624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0194401244167963 0 0 0 0 0.0197667523225934 0 0 0 0.0312548835755587 0.0223264121455682 0 0 0 0 0 0 0 0 0 0 0.0210703750526759 0 0 0.0213265088505012 0 0 0 0.020165355918532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0232342007434944 0 0 0 0 0.0204081632653061 0 0 0 0 0 0 0 0 0 0.0204373594931535 0 0 0.0206782464846981 0 0.0390472471690746 0 0.0246366100024637 0 0.0203086921202275 0 0 0 0 0 0.0225073148773351 0.0326797385620915 0 0 0 0.0325044693645376 0 0 0 0.0463535228677379 0 0 0 0.024869435463815 0 0 0 0 0.021978021978022 0 0 0 0 0 0 0
"caused" 0.0173822353554667 0 0.0208203206329377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0407581006725087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0196270853778214 0.0244021473889702 0 0.0217202432667246 0 0 0.0273373428102788 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227946204695692 0.0265181649429859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0316005688102386 0 0 0.0176397953783736 0 0 0 0 0.0229779411764706 0 0.0230414746543779 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0204876049989756 0.0195236235845373 0 0.0204373594931535 0 0 0 0 0.0390472471690746 0 0 0 0 0 0 0.021137180300148 0.0365096750638919 0 0 0 0 0 0 0 0 0 0 0 0 0.0202675314146737 0 0 0 0 0 0 0 0 0.0250563768479078 0 0 0.0206483584555028 0 0
